City,Restaurant
Edinburgh,Pirlous
Edinburgh,Embo Delicatessen
Edinburgh,Kebab Mahal
Edinburgh,The Glass Cube
Edinburgh,Razzo Pizza Napoletana
Edinburgh,Baget Stuffed
Edinburgh,Qupi Cafe
Edinburgh,Cafe Braw
Edinburgh,Wee Bite
Edinburgh,Black Rabbit
Edinburgh,Simply Greek
Edinburgh,The Corner Cafe
Edinburgh,Mugs Cafe
Edinburgh,Troy Cafe
Edinburgh,Patisserie Florentin
Edinburgh,St Andrew's and St George's West Undercroft Cafe Edinburgh
Edinburgh,West Port Coffee
Edinburgh,Kampong Ah Lee Malaysian Delight
Edinburgh,Dangal (Leith)
Edinburgh,Cheapshot Coffee
Edinburgh,Think Pastry
Edinburgh,Luscious Edinburgh
Edinburgh,Roseburn Cafe
Edinburgh,Holyrood Coffee Shop
Edinburgh,Greenmantle Bar & Kitchen
Edinburgh,BRUNCH-field
Edinburgh,Happy Bean Cafe
Edinburgh,Pret a Manger
Edinburgh,Lian Pu Oriental Express Restaurant
Edinburgh,Clock cafe
Edinburgh,Kawaneko
Edinburgh,Candy Bar and Diner
Edinburgh,The Booking Office
Edinburgh,The Tron
Edinburgh,The Brass Monkey
Edinburgh,Hungry Wolf Cafe & Takeaway
Edinburgh,Rose Street Cafe
Edinburgh,Kims Bulgogi
Edinburgh,Peppers Sandwich Bar
Edinburgh,Desi Pakwan
Edinburgh,The Dog House
Edinburgh,Street of Beijing
Edinburgh,Yawn Cafe
Edinburgh,Oink
Edinburgh,"Love, Peace and Coffee"
Edinburgh,Wetherspoon Pub at The White Lady
Edinburgh,Toby Carvery Lauriston Farm
Edinburgh,The Clock Cafe&Bistro
Edinburgh,Angus Fling
Edinburgh,Pret a Manger
Edinburgh,Punjabi Junction
Edinburgh,Noodles And Dumplings
Edinburgh,Cucina LC
Edinburgh,Moratti Takeaway - Pizza
Edinburgh,Cafe Cockburn
Edinburgh,BRGR
Edinburgh,The White House Kitchen
Edinburgh,Caledonia Cafe
Edinburgh,Moonwake Taproom
Edinburgh,Taco Libre
Edinburgh,The Square
Edinburgh,Bad Tempered Baker
Edinburgh,Kauai Edinburgh
Edinburgh,Wulmamen Cafe
Edinburgh,The Original Mosque Kitchen & Cafe
Edinburgh,Bonnie Burrito
Edinburgh,The Blue Blazer
Edinburgh,The Deli Global
Edinburgh,Palmyra
Edinburgh,Salt N Vinegar
Edinburgh,305 Cafe
Edinburgh,Fed Sandwich Bar
Edinburgh,Story Cafe
Edinburgh,Pilgrim Bar
Edinburgh,Scooby's Sandwich Shop
Edinburgh,Thomson's Bar
Edinburgh,Bar 50
Edinburgh,Thai2go
Edinburgh,Relish Deli
Edinburgh,Sister Bao House
Edinburgh,Elfalafel
Edinburgh,Winstons
Edinburgh,The Apprentice
Edinburgh,Belushi's - Edinburgh
Edinburgh,The Thistle Stop Cafe
Edinburgh,Bikers Cove
Edinburgh,German Doner Kebab - Edinburgh - Waverley Mall
Edinburgh,Miller's Sandwich Bar
Edinburgh,The Chippy By Spencer
Edinburgh,Cherry's Cafe
Edinburgh,McCowans Brewhouse
Edinburgh,The Shoogly Peg
Edinburgh,Old School Cafe
Edinburgh,Harbour Inn
Edinburgh,Matto Pizza
Edinburgh,Kay's Bar
Edinburgh,Zaza's Coffee House
Edinburgh,Shore Deli Co.
Edinburgh,Dough
Edinburgh,Station India
Edinburgh,The Keller Taproom
Edinburgh,The Chocolate And Pastry Bar
Edinburgh,Sandwich Culture
Edinburgh,Ferry Tasty
Edinburgh,Tasty Noodle
Edinburgh,It's All Good
Edinburgh,Taco Mazama
Edinburgh,Pret A Manger
Edinburgh,Mitchells Cafe
Edinburgh,Dine Thyme
Edinburgh,Pret A Manger
Edinburgh,Bowls
Edinburgh,Globetrotter Fish & Chips
Edinburgh,#fish
Edinburgh,Bross Bagels
Edinburgh,Pomelo
Edinburgh,The Pacific Fish Bar
Edinburgh,Momo Nepalese Kitchen
Edinburgh,Jiuding
Edinburgh,Lupe Pintos Deli
Edinburgh,Peanut Press Cafe
Edinburgh,Chennai's Marina
Edinburgh,Jeelie Piece
Edinburgh,Gaucho
Edinburgh,Wrapchic
Edinburgh,Street Box
Edinburgh,Te-bi Island
Edinburgh,Vigo Delicatessen
Edinburgh,Enjoy - Gusto Italiano
Edinburgh,The Maytree Shop
Edinburgh,Radge Chaat
Edinburgh,Thailander Thai Takeaway
Edinburgh,Parliament Cafe
Edinburgh,Yum Yum Kebab
Edinburgh,Bravo restaurant & cafe
Edinburgh,Sitooterie
Edinburgh,Scotts Cafe
Edinburgh,Mathers Bar
Edinburgh,North Fort Cafe
Edinburgh,Santosa Wellness Centre
Edinburgh,TING THAI CARAVAN Lothian Road
Edinburgh,Muzzicuni
Edinburgh,Pizza Connection
Edinburgh,Up the Junction Cafe
Edinburgh,Zia Italia
Edinburgh,CJ's Cafe
Edinburgh,Go Go Beets
Edinburgh,The Cameo Bar
Edinburgh,Frites
Edinburgh,Soi 38
Edinburgh,Lola's Sandwich Bar
Edinburgh,Robertsons 37 Bar
Edinburgh,On Bap
Edinburgh,The Chicken Crew
Edinburgh,The Balerno Fry
Edinburgh,Tiso Summit Cafe
Edinburgh,Barracuda Fish Bar
Edinburgh,The Friery
Edinburgh,Yo Yo's
Edinburgh,Napizza Edinburgh
Edinburgh,Little Maestro
Edinburgh,Ormelie Tavern
Edinburgh,Barnacles & Bones
Edinburgh,Curry Cafe
Edinburgh,"Barburrito, Shandwick Place"
Edinburgh,Bier Hoose
Edinburgh,Sainsbury's
Edinburgh,Bollywood Street Food
Edinburgh,Palmyra Pizza
Edinburgh,"Barburrito, Lothian Rd"
Edinburgh,Flava
Edinburgh,MaRobert's
Edinburgh,Liberton Golf Club
Edinburgh,Belly Buster
Edinburgh,Falafel and More
Edinburgh,Tupi Kitchen
Edinburgh,Carriers Quarters
Edinburgh,The Tartan Stag
Edinburgh,Glow Cafe
Edinburgh,Pavilion Cafe
Edinburgh,Maurizio's SQ
Edinburgh,Steel Coulson Tap
Edinburgh,Shahi Manzil
Edinburgh,The Well Cafe
Edinburgh,The Cafe
Edinburgh,Taste Of China
Edinburgh,The Storytelling Cafe
Edinburgh,Little Green Van
Edinburgh,Turkish Kebab & Fish & Chips
Edinburgh,Breadstix
Edinburgh,Jade Garden
Edinburgh,Man on Fire
Edinburgh,Spicy Bite
Edinburgh,Soup 'N' Thai
Edinburgh,Sultan
Edinburgh,Scotch Hop
Edinburgh,Mango Tree Edinburgh
Edinburgh,Greggs
Edinburgh,Super Wok Chinese Take Away
Edinburgh,Che
Edinburgh,Azas Kitchen
Edinburgh,Coffee Tepuy
Edinburgh,Sofi's Southside
Edinburgh,The Drill Hall Arts Cafe
Edinburgh,The Marmaris
Edinburgh,The Garden At Teviot
Edinburgh,Cafe @ ONC
Edinburgh,Cask & Still
Edinburgh,Duddingston Fry
Edinburgh,Andamiro Ramen Bar and Restaurant
Edinburgh,Festival Theatre Cafe
Edinburgh,Waterloo bar Edinburgh
Edinburgh,Doo'Cot Pub
Edinburgh,Pizza Plus
Edinburgh,Natural Food Kafe
Edinburgh,Kurdish Best Kebab House
Edinburgh,Zero Waste Hub Cafe
Edinburgh,La Barantine - La Boulange
Edinburgh,Hung Fung
Edinburgh,Bento Asian Food Bar (South Bridge)
Edinburgh,The Koffee Pot
Edinburgh,Ocean Bistro Cafe
Edinburgh,Zara Fast Foods Pizza & Burger House
Edinburgh,Lazy Lettuce Burgers
Edinburgh,Hasan Usta Turkish Street Food
Edinburgh,The Greenwood
Edinburgh,Bridgend Farmhouse
Edinburgh,James Pringle Shopping Warehouse Restaurant
Edinburgh,Cloudberry Gift & Coffee Shop
Edinburgh,Caffe Gelato
Edinburgh,Pret A Manger
Edinburgh,Empire Cafe
Edinburgh,Shapla Bangladeshi
Edinburgh,Pop Kitchen Takeaway
Edinburgh,Jamrock Jerk UK
Edinburgh,The Sherlock Holmes Tearoom
Edinburgh,Efes
Edinburgh,Yum Yum Kurdish Kebab House
Edinburgh,The Pasty Shop
Edinburgh,Subway
Edinburgh,Thistle Cafe
Edinburgh,The Drip Edinburgh
Edinburgh,6s2Hit
Edinburgh,PIZZERIA 1985
Edinburgh,Da Diego - Baggels e Piadine
Edinburgh,Heavenly Delights
Edinburgh,Chicken Club Leithwalk
Edinburgh,IKEA
Edinburgh,Buon Senso
Edinburgh,Tortilla Edinburgh
Edinburgh,Out of the Box
Edinburgh,Disposition Coffee
Edinburgh,Taste Hong Kong
Edinburgh,Pizza Tree
Edinburgh,Yummy Kitchen
Edinburgh,Marks and Spencer
Edinburgh,Soho Tea
Edinburgh,Barburrito
Edinburgh,The Beaten Docket
Edinburgh,Chip Inn
Edinburgh,Marmaris Kebab & Pizza House
Edinburgh,Domino's Pizza
Edinburgh,Dalila's Bistro
Edinburgh,Cafe Jacques
Edinburgh,Brewers Fayre Newhaven Quay
Edinburgh,Morrisons Edinburgh - Hunters Tryst Cafe
Edinburgh,Zenobia
Edinburgh,Good Choice Chinese Takeaway
Edinburgh,Pizza Paradise
Edinburgh,Francos
Edinburgh,Chopstix
Edinburgh,Popeye's
Edinburgh,Shawarma King Edinburgh
Edinburgh,Noodle'N'Ice
Edinburgh,Cheeky Chicken
Edinburgh,Tony Macaroni
Edinburgh,Aldo's Sighthill Fish & Chips
Edinburgh,Subway
Edinburgh,Oz Cafe
Edinburgh,Kick Ass Burrito
Edinburgh,Lee's Kitchen
Edinburgh,Papa John's Pizza
Edinburgh,Concorde
Edinburgh,Treacle Royal Mile
Edinburgh,Lucky Buddha
Edinburgh,Milton Fry
Edinburgh,Papa Jaffer's
Edinburgh,Bobbys Kebab House
Edinburgh,Sammie Chinese Takeaway
Edinburgh,Giovanni's
Edinburgh,Bar B Que
Edinburgh,Hui Japanese & Chinese Takeaway
Edinburgh,Jubilee Supper Room
Edinburgh,S.W.S
Edinburgh,Domino's Pizza
Edinburgh,Morrisons Edinburgh - Ferry Road Cafe
Edinburgh,Paradiso Takeaway
Edinburgh,Pentland Fry
Edinburgh,Happy Rice
Edinburgh,Domino's Pizza Edinburgh - Gilmerton
Edinburgh,The Balgreen Fryer
Edinburgh,Corbie
Edinburgh,Hey Pizza
Edinburgh,Garibaldi's
Edinburgh,KFC
Edinburgh,KFC Edinburgh
Edinburgh,Grasslands Restaurant
Edinburgh,FlavoursEdinburgh
Edinburgh,The Bistro Box
Edinburgh,Fern's Kitchen Cafe
Edinburgh,Alex Bakes by Breadshare
Edinburgh,Vetkoek Paleis Scotland
Edinburgh,Hotel Chocolat Fort Kinnaird
Edinburgh,Our Taste
Glasgow,E-Street Cafe
Glasgow,Scran
Glasgow,Rhoderick Dhu
Glasgow,The Wild Olive Tree
Glasgow,The Old Smiddy
Glasgow,Drouthy's
Glasgow,Ranjit's Kitchen
Glasgow,Hyndland Cafe
Glasgow,MacTassos
Glasgow,Bon Accord
Glasgow,Paesano
Glasgow,The Flavour bomb Kitchen at the Balcony
Glasgow,The Little Cafe
Glasgow,Cairns Bar
Glasgow,NYC Bar & Grill
Glasgow,Bloc
Glasgow,North Star Cafe
Glasgow,Baked Pizza Al Taglio
Glasgow,Glasgow Hootenanny - Bar & Restaurant
Glasgow,Cook & Indi's World Buffet
Glasgow,University Cafe
Glasgow,The Chase Inn
Glasgow,The Admiral Woods
Glasgow,The Howgait
Glasgow,Cafe 13
Glasgow,The Glasvegan
Glasgow,Thundercats
Glasgow,Curry Pot
Glasgow,The Snaffle Bit
Glasgow,Missoula Glasgow
Glasgow,The Bucket List
Glasgow,The Hug & Pint
Glasgow,The Flying Duck
Glasgow,Platform
Glasgow,Paratha Box
Glasgow,Macks Diner
Glasgow,Sprigg
Glasgow,Smokey trotters kitchen
Glasgow,Cafe Sono
Glasgow,Bank Street Bar Kitchen
Glasgow,Tandoori Choice
Glasgow,Taphouse Bar & Kitchen
Glasgow,Beer Cafe
Glasgow,Nic's Nyc Deli & Donuts
Glasgow,Wagah Grill House
Glasgow,Lamora Pizzeria
Glasgow,Tchai Ovna
Glasgow,The Dockyard Social
Glasgow,Falafel To Go
Glasgow,The Spoon Cafe
Glasgow,Jinty McGuinty's
Glasgow,Via Italia
Glasgow,Brazuca Cafe
Glasgow,Pasha Glasgow
Glasgow,China Sea Restaurant
Glasgow,Banana Leaf South Indian
Glasgow,2000’s Mamak
Glasgow,Blane Valley
Glasgow,Deoch an Dorus
Glasgow,The Real McCoy
Glasgow,The Three Judges
Glasgow,Cafe Circa
Glasgow,Starbucks Hillington
Glasgow,The Clutha bar
Glasgow,Blue Lagoon Fish & Chips (Argyle Street)
Glasgow,Piece
Glasgow,Babu Bombay Street Kitchen
Glasgow,The Oxford
Glasgow,Christine's Cafe
Glasgow,Kothel Grill House
Glasgow,Coronation Restaurant
Glasgow,Mezcal
Glasgow,The Station Bar
Glasgow,Tantrum Doughnuts
Glasgow,Mario's Plaice
Glasgow,Cafe William
Glasgow,The Project Cafe
Glasgow,The Horseshoe Bar
Glasgow,NY Slice
Glasgow,Sunshine Tea Lounge
Glasgow,The Cran
Glasgow,The Lab
Glasgow,Arturo's Delicatessen
Glasgow,BRGR
Glasgow,No 16 Bar
Glasgow,Brave Bakers
Glasgow,Rock
Glasgow,Milk Cafe
Glasgow,The Hall
Glasgow,Shawarma King
Glasgow,High St. Sandwich Co.
Glasgow,Yippon
Glasgow,The Springcroft
Glasgow,Wintersgills Glasgow
Glasgow,Cafe Tagoo
Glasgow,Kurdish Street Food
Glasgow,Comet Pieces
Glasgow,BBQ. WRAP. SALAD.
Glasgow,Val D'Oro
Glasgow,Common Ground
Glasgow,Cherry & Heather Fine Food
Glasgow,BRGR
Glasgow,O'Neill's Grand Central
Glasgow,Cottage 10
Glasgow,West End Fish Bar
Glasgow,Rustico Coffee
Glasgow,Deli Zola
Glasgow,Kitty O'Shea's
Glasgow,Riverside cafe at the Riverside Museum
Glasgow,King Tut's
Glasgow,Istanbul
Glasgow,Lotus
Glasgow,Bagel Mania
Glasgow,Sharkeys Bar
Glasgow,Cafe Zecchino
Glasgow,Short Long Black
Glasgow,Banh Mi & Tea
Glasgow,Drury Street Bar & Kitchen
Glasgow,Meat Up Deli
Glasgow,Syrian Pie
Glasgow,Caffe Euro
Glasgow,Dal Pizzaiolo
Glasgow,Hug Cafe
Glasgow,Pizza Amore
Glasgow,Intermezzo Bar
Glasgow,Mint & Lime Bar
Glasgow,Anniesland Mansions Cafe
Glasgow,Happy Meal
Glasgow,Yadgar Kebab House
Glasgow,Rafa's
Glasgow,Vic Cafe & Bar
Glasgow,Tophski's
Glasgow,bocadillo
Glasgow,Diamond Inn
Glasgow,The Park Bar
Glasgow,Rufus T Firefly
Glasgow,Samantha's Takeaway
Glasgow,Lanzhou Noodle
Glasgow,Guidos
Glasgow,East Coffee Company
Glasgow,The Gables
Glasgow,The Saracen Head
Glasgow,Buon Appetito Chip Shop
Glasgow,The Bridge Cafe
Glasgow,The Red Tiffin - Dennistoun
Glasgow,Star Bar
Glasgow,Franks ChipShop
Glasgow,Shawarma Grill
Glasgow,The Aragon Bar
Glasgow,Friends Chinese Cafe
Glasgow,Vinyl Bar
Glasgow,BKK Cafe
Glasgow,Cafe Niu
Glasgow,Seb & Mili
Glasgow,Mrs Falafel
Glasgow,The Brass Monkey
Glasgow,Central Cafe
Glasgow,Taco Mazama
Glasgow,Bath St. Burger
Glasgow,Pizzburg
Glasgow,Driftwood
Glasgow,Cafe Milano
Glasgow,Leonardo’s
Glasgow,The Machair Bar
Glasgow,Toffee Apples Tearoom
Glasgow,Armandos Pizza
Glasgow,Maracas Cafe
Glasgow,Soups U
Glasgow,The Light Bite
Glasgow,The Doublet
Glasgow,Crazy Wok
Glasgow,Cheeky Moo's Ice Cream & Dessert Parlour
Glasgow,The Kent Fish and Chip shop
Glasgow,City sandwich
Glasgow,Broadcast
Glasgow,Street Food Stop
Glasgow,Desi Curry Palace Halal Takeaway
Glasgow,Mmm...Delicious
Glasgow,Pizza Mario
Glasgow,Good Times Roll
Glasgow,The Mews
Glasgow,Naked Soup
Glasgow,Valentini's Cafe
Glasgow,Levant Pies
Glasgow,St John Moores Pub Glasgow
Glasgow,l'aquila city centre
Glasgow,The Zen Den Tea Lounge
Glasgow,The Pantry Cafe
Glasgow,The Bankroll Cafe
Glasgow,Carlton Studios CAFE
Glasgow,Kokoro
Glasgow,Brunch
Glasgow,Toby Jug
Glasgow,Da Vinci
Glasgow,Ramsays halal supper shop
Glasgow,Rice And Noodle
Glasgow,Joanna Goodbite
Glasgow,Neptune Fish And Chicken Bar
Glasgow,Crystal Castle
Glasgow,Finlays Bar
Glasgow,Feast
Glasgow,Melts
Glasgow,Geek Retreat
Glasgow,Barburrito Gordon Street
Glasgow,Tennent's Pier Bar
Glasgow,Flavas Ice Cream & Desserts
Glasgow,Stan's Chinese Carry Out
Glasgow,Barbecue Palace
Glasgow,Heritage cafe
Glasgow,Georgie porgies
Glasgow,Polmadie Wok
Glasgow,Sheerin Palace
Glasgow,Nasz Sklep - Polish Shop
Glasgow,Kohi
Glasgow,Wokway
Glasgow,Southlight
Glasgow,Yummys desserts
Glasgow,Pronto's
Glasgow,Shatin
Glasgow,Michaels Superchippy
Glasgow,The Grain Hopper
Glasgow,Fenwick's
Glasgow,Ikea Glasgow
Glasgow,The Chimney Cake Corporation
Glasgow,China Buffet King
Glasgow,Hotel Chocolat Glasgow Buchanan
Glasgow,Mongkok Express
Glasgow,Jarvies Inn
Glasgow,Poa San
Glasgow,Ross's Original Bar
Glasgow,Benson's
Glasgow,Greggs
Glasgow,Home Style Authentic Indian Cuisine
Glasgow,Windsor Tavern
Glasgow,Georgics Bar
Glasgow,Chef's World Buffet
Glasgow,Xpresso lounge
Glasgow,Andy's
Glasgow,Mulkanwan
Glasgow,Greggs
Glasgow,The Lovat Arms
Glasgow,Al Sham Nights Cafe
Glasgow,Rajas Westend
Glasgow,Delicious Corners
Glasgow,Shamela's fresh hot and cold food
Glasgow,Tung Tung
Glasgow,The Lantern
Glasgow,Domino's Pizza
Glasgow,Arian Express
Glasgow,Taco Mazama
Glasgow,Dario Pizzeria
Glasgow,Khyber Pass Halal Restaurant
Glasgow,Tinder Box Waterloo Street
Glasgow,Amore To Go
Glasgow,The Terrace
Glasgow,Benny's Pizzeria Fish And Chips
Glasgow,Deli 53
Glasgow,New Hong Kong Kitchen Chinese Takeaway
Glasgow,Taprobana Sri Lanka Take Away
Glasgow,Station Wok
Glasgow,Daizy Delicious
Glasgow,Garden Cafe
Glasgow,The Prague Shack
Glasgow,Kam Wa
Glasgow,Morello Take Away
Glasgow,Lucky Sparrow Games
Glasgow,S.K. Cuisine Oriental Food
Glasgow,Cafe Avanti
Glasgow,Honk Kong House
Glasgow,Chopstix Noodle Bar
Glasgow,The Wee Pub At The Chip
Glasgow,Glasgow Sweet Centre
Glasgow,The Chicken Place
Glasgow,Morrisons Glasgow - Baillieston Cafe
Glasgow,Tandoori Plus
Glasgow,Blue Sky Chinese Takeaway
Glasgow,Blue Lagoon
Glasgow,Melts Cafe
Glasgow,Emilia Cafe Sandwich Bar
Glasgow,Chilli Thrill
Glasgow,Taste Cafe
Glasgow,Dragon Palace
Glasgow,Di Maggios
Glasgow,Alpino Fish & Chip Shop
Glasgow,Super Wok Chinese Takeaway
Glasgow,The Anchor Fish Chips & Pizzeria
Glasgow,Great Western Cafe
Glasgow,Taco Mazama
Glasgow,Barbecue Kings
Glasgow,McDonald's
Glasgow,Tingle Shooter Bar & Cafe
Glasgow,Firewater
Glasgow,Balti Club
Glasgow,Melton Johns
Glasgow,Legends
Glasgow,Changs PR
Glasgow,Black Rooster Peri Peri
Glasgow,Cathay Cuisine
Glasgow,CATCH Fish & Chips - Netherlee
Glasgow,Rowans Deli
Glasgow,Ali's Original
Glasgow,Hong Kong House
Glasgow,Dario Pizzaria
Glasgow,Ali's Kebab House
Glasgow,Blue Lagoon
Glasgow,Mehran 3 In One
Glasgow,Sher Gills Takeaway
Glasgow,Panopolis
Glasgow,Tim Hortons
Glasgow,Greggs
Glasgow,Glesga Grub
Glasgow,Angelos
Glasgow,Romy's
Glasgow,Grillicious Mediterranean Takeaway
Glasgow,Morrisons Glasgow - Newlands Cafe
Glasgow,Chicken Choice
Glasgow,Subway
Glasgow,McDonald's
Glasgow,Taco Bell
Glasgow,Cadder Community Centre
Glasgow,Barfia Glasgow
Glasgow,Creative East End Coffee Shop
Glasgow,Scotland Sweet Centre
Glasgow,Loaded
Glasgow,St Mocha Coffee Shop & Ice Cream Parlour
Glasgow,Starbucks
Glasgow,Frkn Delicious
Leeds,Falafel Guys
Leeds,Piassa Ethiopian Restaurant
Leeds,De Baga
Leeds,Kuala Lumpur Cafe Headingley
Leeds,Dry Dock
Leeds,Abyssinia Cafe & Restaurant
Leeds,Poco Sicilian Street Food
Leeds,North Street Deli
Leeds,My Thai
Leeds,The Library
Leeds,Jino's Thai Cafe
Leeds,Zaap Thai Street Food Leeds
Leeds,A Casa di Alessia
Leeds,My Thai Restaurant
Leeds,Wapentake Leeds
Leeds,Thai Aroy Dee
Leeds,Olde Booths Tea Rooms
Leeds,Cafe Moor
Leeds,Dolce Vita Craft & Kitchen
Leeds,The Old Peacock
Leeds,Gray's
Leeds,Little Corner of the World
Leeds,Akkawifood
Leeds,OWT
Leeds,Rola Wala Leeds
Leeds,Eagle Tavern
Leeds,Cardigan Fish Bar
Leeds,Blinok
Leeds,The Station
Leeds,Pizza Fella Pizzeria
Leeds,Woodies Craft Ale House
Leeds,Jail Yard Bar & Diner
Leeds,Trinity Kitchen
Leeds,The Wharfe Traditional Fish & Chips
Leeds,Flamingos Coffee House
Leeds,The Bearded Sailor
Leeds,Anand Sweets
Leeds,The Hare & Hounds
Leeds,Mommy Thai
Leeds,The Palace
Leeds,The Milk Bar Cafe & Deli
Leeds,The Shadwell Village Fish Shop
Leeds,Never Enough Thyme
Leeds,Toby Carvery
Leeds,The Red Lion
Leeds,Mozza
Leeds,Ryan's Kitchen
Leeds,Graveleys Fish and Chips
Leeds,Tavassoli's Cafe+Grill
Leeds,Mahout Street Kitchen and Bar
Leeds,Mogador
Leeds,The Horse and Trumpet
Leeds,Farrands Bar
Leeds,Sweet Saeeda
Leeds,Croft Street Fisheries
Leeds,Boomerang Deli
Leeds,Wasabi
Leeds,Kirkstall Brewery Taproom and Kitchen
Leeds,Bison Steakhouse
Leeds,Sarto
Leeds,Duck and Drake
Leeds,Re-fuel
Leeds,Maureens Caribbean Food
Leeds,Pizza Bello
Leeds,The Devon
Leeds,Alternatively Vegan
Leeds,Melkam Cafe & Restaurant
Leeds,May's Thai Malaysian Cafe
Leeds,Janota Tandoori
Leeds,Noodle House
Leeds,Barburrito Boar Lane Leeds
Leeds,Sqew Kebabs
Leeds,Mojis Pizzeria
Leeds,Rafferty's Cafe
Leeds,Sebby's Cafe Deli
Leeds,Cafe Enzo
Leeds,The Broadway
Leeds,If (up North)
Leeds,Itza
Leeds,The Hop
Leeds,The Stone Trough
Leeds,Cafe Espresso
Leeds,Tasty Kitchen & Coffee
Leeds,Gzing Restaurant
Leeds,Nukkad - Indian Street Food
Leeds,Woodside Fish & Chips
Leeds,Woodlawn Coffee Co
Leeds,Oceans
Leeds,Manjit's Kitchen and Bar
Leeds,Brod Sandwich Bar
Leeds,Rainbow Junktion Cafe
Leeds,Afrochops
Leeds,Aire Bar
Leeds,Fusion Spice
Leeds,Grand Bengal Indian Restaurant
Leeds,Caffe Moments
Leeds,Franklinsmiths The Kitchen
Leeds,The Skyrack
Leeds,Hook & Line Fish & Chips
Leeds,Deli Kitchen
Leeds,WiSE Owl Cafe
Leeds,Munch Cafe
Leeds,Sela Bar
Leeds,The Mexborough Arms
Leeds,Woodnook Fish Bar
Leeds,The Frying Pan
Leeds,Al-baba Resaurant
Leeds,Rivers MEET
Leeds,La Princesse
Leeds,The Dragon
Leeds,Chez-Joel
Leeds,Station Diner
Leeds,Casa Pizza Yeadon
Leeds,Clifford Fisheries
Leeds,My House Diner
Leeds,Saltd & Batterd
Leeds,The Old Unicorn JD Wetherspoon
Leeds,Zeppelin Street Food
Leeds,Barfi Sweets
Leeds,Pret A Manger
Leeds,dJ's Deli and Fastfood
Leeds,The Social
Leeds,The Regent
Leeds,Meanwood Meal Cafe
Leeds,Nichols
Leeds,"The Briggate, Wetherspoon"
Leeds,Rollette Cafe
Leeds,White Cross Fisheries
Leeds,The Black Bull Inn
Leeds,Man Wah
Leeds,The Grove Cafe
Leeds,The Grub & Grog Shop
Leeds,Malt Shovel
Leeds,Tortilla Leeds
Leeds,The Deep
Leeds,Eating Pasta
Leeds,Kanassa
Leeds,Kokoro Leeds
Leeds,Spice 4 U
Leeds,The Fishermans Wife
Leeds,Corner House Cafe
Leeds,Portside
Leeds,"Mardin Cafe, Turkish & Vegan Food"
Leeds,Wok&Go
Leeds,Milk and Honey Cafe
Leeds,Tasty's Karahi Restaurant
Leeds,Eldon
Leeds,The Grove Inn
Leeds,Fish and Chips @ Number 3
Leeds,Paula's Cafe
Leeds,Sound Bites
Leeds,The Hourglass
Leeds,El Faro
Leeds,Cafe On Campus
Leeds,Nazams Kitchen
Leeds,Hyde Park Book Club
Leeds,The Robin Hood
Leeds,Popina's
Leeds,Pho 37- Vietnamese Street Food
Leeds,64 Pizzeria
Leeds,Captain Thorntons
Leeds,Arc
Leeds,Senbon sakura
Leeds,Chai Walay
Leeds,Foodie
Leeds,Deli Caffe
Leeds,Fast Feast
Leeds,Butler's
Leeds,Somewhere Different Cafe
Leeds,A64 Red Bus Cafe
Leeds,Thrill of the Grill
Leeds,The Thomas Osborne
Leeds,Pizza Base
Leeds,The Royal Hotel
Leeds,The Waiting Room
Leeds,Cafe Blanco
Leeds,Lite Bowls
Leeds,Parkgate Cafe
Leeds,Nosh
Leeds,Shawarma & Falafel
Leeds,Hunslet Carr Fisheries
Leeds,Raj Punjabi Dhaba
Leeds,El Bahja
Leeds,New Ko Shing
Leeds,Crepeaffaire
Leeds,Cucina
Leeds,Canton House Chinese
Leeds,Pheonix Cafe
Leeds,Toby Carvery Bruntcliffe
Leeds,Mick's Cafe Made in Calverley
Leeds,Moc Coffee Roastery
Leeds,Cafe Bliss
Leeds,Jade Unicorn
Leeds,The Courtyard Cafe
Leeds,Holbeck fisheries
Leeds,Daisy Fisheries
Leeds,Heebie Jeebies
Leeds,Will & Barts
Leeds,The Queens Arms
Leeds,21 Co.
Leeds,The Royal Oak
Leeds,The Pavilion
Leeds,Zm Zm Bakery
Leeds,Double Dragon
Leeds,Coco's
Leeds,ICFT - I Come From Taiwan
Leeds,Moortown Tandoori
Leeds,Jenny's Jerk Chicken
Leeds,Hillton's Fish & Chip Shop
Leeds,Aisha's Cafe
Leeds,Frooteria
Leeds,Downstairs at Sid's
Leeds,Oriental
Leeds,Emmaus Leeds Cafe
Leeds,Kirbys
Leeds,Victory Pub
Leeds,The Post Box Deli
Leeds,Abbasi's Street Food
Leeds,The Full Monty
Leeds,Paradise Balti & Pizza Leeds
Leeds,Seventy One Cafe Bar
Leeds,Max's Balti House & Pizza Bar
Leeds,Trojan Pizza
Leeds,Pizza Palace
Leeds,Whistle Stop Pub
Leeds,Freshly Made sandwich bar & cafe
Leeds,Volcanic Charcoal Chicken
Leeds,The Real Junk Food Project
Leeds,Juici Sushi Bridgewater Place
Leeds,Chippendales Tearooms
Leeds,Starbucks
Leeds,Midgleys
Leeds,Sundaes Gelato
Leeds,Wrapchic
Leeds,The Lounge
Leeds,The Holy Trinity Church Cafe
Leeds,The Happy Yak Cafe
Leeds,Chow Asian Kitchen
Leeds,Pump N Grind
Leeds,Tastebuds
Leeds,Ichi Sushi
Leeds,Route 64
Leeds,Soprano's Pizzas
Leeds,The Chaii Shack
Leeds,Mama Mia
Leeds,Roosters Piri Piri
